2.000000,1.000000,2.000000
2.000000,1.005000,2.000000
2.000000,1.010000,2.000000
2.000000,1.015000,2.000000
2.000000,1.020000,2.000000
2.000000,1.025000,2.000000
2.000000,1.030000,2.000000
2.000000,1.035000,2.000000
2.000000,1.040000,2.000000
2.000000,1.045000,2.000000
2.000000,1.050000,2.000000
2.000000,1.055000,2.000000
2.000000,1.060000,2.000000
2.000000,1.065000,2.000000
2.000000,1.070000,2.000000
2.000000,1.075000,2.000000
2.000000,1.080000,2.000000
2.000000,1.085000,2.000000
2.000000,1.090000,2.000000
2.000000,1.095000,2.000000
2.000000,1.100000,2.000000
2.000000,1.105000,2.000000
2.000000,1.110000,2.000000
2.000000,1.115000,2.000000
2.000000,1.120000,2.000000
2.000000,1.125000,2.000000
2.000000,1.130000,2.000000
2.000000,1.135000,2.000000
2.000000,1.140000,2.000000
2.000000,1.145000,2.000000
2.000000,1.150000,2.000000
2.000000,1.155000,2.000000
2.000000,1.160000,2.000000
2.000000,1.165000,2.000000
2.000000,1.170000,2.000000
2.000000,1.175000,2.000000
2.000000,1.180000,2.000000
2.000000,1.185000,2.000000
2.000000,1.190000,2.000000
2.000000,1.195000,2.000000
2.000000,1.200000,2.000000
2.000000,1.205000,2.000000
2.000000,1.210000,2.000000
2.000000,1.215000,2.000000
2.000000,1.220000,2.000000
2.000000,1.225000,2.000000
2.000000,1.230000,2.000000
2.000000,1.235000,2.000000
2.000000,1.240000,2.000000
2.000000,1.245000,2.000000
2.000000,1.250000,2.000000
2.000000,1.255000,2.000000
2.000000,1.260000,2.000000
2.000000,1.265000,2.000000
2.000000,1.270000,2.000000
2.000000,1.275000,2.000000
2.000000,1.280000,2.000000
2.000000,1.285000,2.000000
2.000000,1.290000,2.000000
2.000000,1.295000,2.000000
2.000000,1.300000,2.000000
2.000000,1.305000,2.000000
2.000000,1.310000,2.000000
2.000000,1.315000,2.000000
2.000000,1.320000,2.000000
2.000000,1.325000,2.000000
2.000000,1.330000,2.000000
2.000000,1.335000,2.000000
2.000000,1.340000,2.000000
2.000000,1.345000,2.000000
2.000000,1.350000,2.000000
2.000000,1.355000,2.000000
2.000000,1.360000,2.000000
2.000000,1.365000,2.000000
2.000000,1.370000,2.000000
2.000000,1.375000,2.000000
2.000000,1.380000,2.000000
2.000000,1.385000,2.000000
2.000000,1.390000,2.000000
2.000000,1.395000,2.000000
2.000000,1.400000,2.000000
2.000000,1.405000,2.000000
2.000000,1.410000,2.000000
2.000000,1.415000,2.000000
2.000000,1.420000,2.000000
2.000000,1.425000,2.000000
2.000000,1.430000,2.000000
2.000000,1.435000,2.000000
2.000000,1.440000,2.000000
2.000000,1.445000,2.000000
2.000000,1.450000,2.000000
2.000000,1.455000,2.000000
2.000000,1.460000,2.000000
2.000000,1.465000,2.000000
2.000000,1.470000,2.000000
2.000000,1.475000,2.000000
2.000000,1.480000,2.000000
2.000000,1.485000,2.000000
2.000000,1.490000,2.000000
2.000000,1.495000,2.000000
2.000000,1.500000,2.000000
2.000000,1.505000,2.000000
2.000000,1.510000,2.000000
2.000000,1.515000,2.000000
2.000000,1.520000,2.000000
2.000000,1.525000,2.000000
2.000000,1.530000,2.000000
2.000000,1.535000,2.000000
2.000000,1.540000,2.000000
2.000000,1.545000,2.000000
2.000000,1.550000,2.000000
2.000000,1.555000,2.000000
2.000000,1.560000,2.000000
2.000000,1.565000,2.000000
2.000000,1.570000,2.000000
2.000000,1.575000,2.000000
2.000000,1.580000,2.000000
2.000000,1.585000,2.000000
2.000000,1.590000,2.000000
2.000000,1.595000,2.000000
2.000000,1.600000,2.000000
2.000000,1.605000,2.000000
2.000000,1.610000,2.000000
2.000000,1.615000,2.000000
2.000000,1.620000,2.000000
2.000000,1.625000,2.000000
2.000000,1.630000,2.000000
2.000000,1.635000,2.000000
2.000000,1.640000,2.000000
2.000000,1.645000,2.000000
2.000000,1.650000,2.000000
2.000000,1.655000,2.000000
2.000000,1.660000,2.000000
2.000000,1.665000,2.000000
2.000000,1.670000,2.000000
